央视频道,#genre#
CCTV14,rtsp://115.153.254.81/PLTV/88888888/224/3221226634/51813368.smil
CCTV15,rtsp://115.153.254.81/PLTV/88888888/224/3221226988/85722541.smil
CCTV16,rtsp://115.153.254.81/PLTV/88888888/224/3221227051/92603106.smil
CCTV17,rtsp://115.153.254.81/PLTV/88888888/224/3221226846/61397282.smil
CCTV央视精品,rtsp://115.153.230.145/PLTV/88888888/224/3221226957/86128679.smil
CCTV第一剧场,rtsp://115.153.230.145/PLTV/88888888/224/3221226961/86128891.smil
CCTV风云音乐,rtsp://115.153.230.145/PLTV/88888888/224/3221226994/86128897.smil
CCTV风云剧场,rtsp://115.153.230.145/PLTV/88888888/224/3221226963/86128874.smil
CCTV怀旧剧场,rtsp://115.153.230.145/PLTV/88888888/224/3221226996/86128881.smil
CCTV世界地理,rtsp://115.153.230.145/PLTV/88888888/224/3221226965/86128966.smil


江西频道,#genre#
江西1-卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221226656/46275837.smil
江西2-都市,rtsp://115.153.254.117/PLTV/88888888/224/3221227069/94448631.smil
江西3-经济生活,rtsp://115.153.254.117/PLTV/88888888/224/3221226946/70055407.smil
江西3-经济生活,rtsp://115.153.254.117/PLTV/88888888/224/3221226717/53707446.smil
江西5-公共农业,rtsp://115.153.254.117/PLTV/88888888/224/3221226708/53213097.smil
江西6-少儿,rtsp://115.153.254.117/PLTV/88888888/224/3221226938/68733921.smil
江西7-新闻,rtsp://115.153.254.117/PLTV/88888888/224/3221226650/53190437.smil
江西IPTV1,rtsp://115.153.254.117/PLTV/88888888/224/3221226956/72788191.smil
江西IPTV2,rtsp://115.153.254.117/PLTV/88888888/224/3221226958/72788248.smil
江西教育,rtsp://115.153.254.117/PLTV/88888888/224/3221226942/69552502.smil
南昌新闻综合,rtsp://115.153.254.117/PLTV/88888888/224/3221227078/113409131.smil
南昌新闻综合,https://play-live-hls.jxtvcn.com.cn/live-city/tv_nanchang.m3u8
南昌都市,rtsp://115.153.254.117/PLTV/88888888/224/3221227075/113409249.smil
南昌资讯,rtsp://115.153.254.117/PLTV/88888888/224/3221227080/113409255.smil
赣州新闻综合,rtsp://115.153.254.117/PLTV/88888888/224/3221227254/121266741.smil
赣州综合,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526329228525.m3u8
赣州综合,http://3748626833.cloudvdn.com/a.m3u8?domain=pili-live-hls-sjxgz2024.sobeylive.com&player=bbMAAI-YfkaMiPoX&secondToken=secondToken%3A4xWxvR0YiNTgTjnOqTX93KNNPk8&streamid=jxgz2024%3Ajxgz2024%2F396_q_live172526329228525&v3=1
赣州综合,https://play-live-hls.jxtvcn.com.cn/live-city/tv_ganzhou.m3u8
赣州公共,rtsp://115.153.254.117/PLTV/88888888/224/3221227262/121375235.smil
赣州公共,http://3748626833.cloudvdn.com/a.m3u8?domain=pili-live-hls-sjxgz2024.sobeylive.com&player=bbMAABmq7pwEifoX&secondToken=secondToken%3AzG0JU8A6fwL6O15xTMTT-AEauzI&streamid=jxgz2024%3Ajxgz2024%2F396_q_live172526334096251&v3=1
赣州公共,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526334096251.m3u8
赣州教育,rtsp://115.153.254.117/PLTV/88888888/224/3221227263/121375179.smil
赣州教育,http://3748626833.cloudvdn.com/a.m3u8?domain=pili-live-hls-sjxgz2024.sobeylive.com&player=bbMAAAav2MXuiPoX&secondToken=secondToken%3AnlVfgzcJ_IMwc-NV78V1ZrRtw9w&streamid=jxgz2024%3Ajxgz2024%2F396_q_live172526335287668&v3=1
赣州教育,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526335287668.m3u8
九江新闻综合,rtsp://115.153.254.117/PLTV/88888888/224/3221227268/122499157.smil
九江综合,https://play-live-hls.jxtvcn.com.cn/live-city/tv_jiujiang.m3u8
九江公共,rtsp://115.153.254.117/PLTV/88888888/224/3221227270/122499168.smil
九江教育,rtsp://115.153.254.117/PLTV/88888888/224/3221225607/iptv7994.smil
吉安新闻综合,https://play-live-hls.jxtvcn.com.cn/live-city/tv_jian.m3u8
抚州综合,https://play-live-hls.jxtvcn.com.cn/live-city/tv_fuzhou.m3u8
上饶新闻综合,https://play-live-hls.jxtvcn.com.cn/live-city/tv_shangrao.m3u8
新余新闻,https://play-live-hls.jxtvcn.com.cn/live-city/tv_xinyu.m3u8
宜春新闻,https://play-live-hls.jxtvcn.com.cn/live-city/tv_yichun.m3u8
萍乡综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_px_xwzh.m3u8
萍乡综合,https://play-live-hls.jxtvcn.com.cn/live-city/tv_pingxiang.m3u8
萍乡公共,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_px_ggpd.m3u8
景德镇综合,https://play-live-hls.jxtvcn.com.cn/live-city/tv_jingdezhen.m3u8
景德镇综合,http://play-live-hls.jxtvcn.com.cn/live-city/tv_jingdezhen.m3u8
鹰潭新闻,http://play-live-hls.jxtvcn.com.cn/live-city/tv_yingtan.m3u8

江西1-卫视,rtsp://115.153.230.145/PLTV/88888888/224/3221226656/46275837.smil
江西2-都市,rtsp://115.153.230.145/PLTV/88888888/224/3221227069/94448631.smil
江西3-经济生活,rtsp://115.153.230.145/PLTV/88888888/224/3221226946/70055407.smil
江西4-影视旅游,rtsp://115.153.230.145/PLTV/88888888/224/3221227071/98779894.smil
江西5-公共农业,rtsp://115.153.230.145/PLTV/88888888/224/3221226708/53213097.smil
江西6-少儿,rtsp://115.153.230.145/PLTV/88888888/224/3221226938/68733921.smil
江西7-新闻,rtsp://115.153.230.145/PLTV/88888888/224/3221226650/53190437.smil


CHC频道,#genre#
CHC动作电影,rtsp://115.153.254.117/PLTV/88888888/224/3221226992/86128817.smil
CHC家庭影院,rtsp://115.153.254.117/PLTV/88888888/224/3221226959/86128800.smil
CHC影迷电影,rtsp://115.153.254.117/PLTV/88888888/224/3221226990/86128784.smil

卫视频道,#genre#
安徽卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221226622/51176344.smil
北京卫视[4K],rtsp://115.153.254.117/PLTV/88888888/224/3221227248/119886813.smil
北京卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221225546/iptv51912.smil
兵团卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221227278/123649594.smil
兵团卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221225753/iptv101723.smil
东方卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221225770/10000100000000060000000000913526_0.smil
东南卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221226677/51176347.smil
甘肃卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221227039/87447727.smil
广东卫视[4K],rtsp://115.153.254.117/PLTV/88888888/224/3221227267/122676407.smil
广东卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221225957/10000100000000060000000000913519_0.smil
广西卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221226954/71778425.smil
贵州卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221226833/59814738.smil
海南卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221226933/70442779.smil
河北卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221226821/59781859.smil
河南卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221226842/59814787.smil
黑龙江卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221225584/10000100000000060000000000031778_0.smil
湖北卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221225827/10000100000000060000000000470332_2.smil
湖南卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221225697/iptv8039.smil
吉林卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221226831/59814731.smil
江苏卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221225766/10000100000000060000000000913517_0.smil
辽宁卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221226649/46098370.smil
内蒙古卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221225591/iptv7986.smil
宁夏卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221225747/iptv101619.smil
青海卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221225589/iptv7985.smil
三沙卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221226984/85722645.smil
厦门卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221226982/85722609.smil
山东教育,rtsp://115.153.254.117/PLTV/88888888/224/3221226980/85722602.smil
山东卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221225919/10000100000000060000000000811554_0.smil
山西卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221225551/iptv7966.smil
陕西卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221225755/iptv101726.smil
深圳卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221225764/10000100000000060000000000913503_0.smil
四川卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221226693/51813384.smil
天津卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221226652/46098366.smil
西藏卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221227276/123649585.smil
西藏卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221225570/iptv101725.smil
新疆卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221227273/123649589.smil
新疆卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221225550/iptv61197.smil
云南卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221226937/72640386.smil
浙江卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221225768/10000100000000060000000000913518_0.smil
重庆卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221226638/51813388.smil

浙江卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225768/10000100000000060000000000913518_0.smil
江苏卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225766/10000100000000060000000000913517_0.smil
东方卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225770/10000100000000060000000000913526_0.smil
北京卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225546/iptv51912.smil
广东卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225957/10000100000000060000000000913519_0.smil
深圳卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225764/10000100000000060000000000913503_0.smil
湖北卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225827/10000100000000060000000000470332_2.smil
山东卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225919/10000100000000060000000000811554_0.smil
黑龙江卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225584/10000100000000060000000000031778_0.smil
湖南卫视,rtsp://115.153.230.145/PLTV/88888888/224/3221225697/iptv8039.smil
天津卫视,rtsp://115.153.230.145/PLTV/88888888/224/3221226652/46098366.smil
安徽卫视,rtsp://115.153.230.145/PLTV/88888888/224/3221226622/51176344.smil
辽宁卫视,rtsp://115.153.230.145/PLTV/88888888/224/3221226649/46098370.smil
东南卫视,rtsp://115.153.230.145/PLTV/88888888/224/3221226677/51176347.smil
云南卫视,rtsp://115.153.230.145/PLTV/88888888/224/3221226937/72640386.smil
吉林卫视,rtsp://115.153.230.145/PLTV/88888888/224/3221226831/59814731.smil
西藏卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225570/iptv101725.smil
广西卫视,rtsp://115.153.230.145/PLTV/88888888/224/3221226954/71778425.smil
宁夏卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225747/iptv101619.smil
河南卫视,rtsp://115.153.230.145/PLTV/88888888/224/3221226842/59814787.smil
重庆卫视,rtsp://115.153.230.145/PLTV/88888888/224/3221226638/51813388.smil
甘肃卫视,rtsp://115.153.230.145/PLTV/88888888/224/3221227039/87447727.smil
海南卫视,rtsp://115.153.230.145/PLTV/88888888/224/3221226933/70442779.smil
四川卫视,rtsp://115.153.230.145/PLTV/88888888/224/3221226693/51813384.smil
山西卫视,rtsp://115.153.230.145/PLTV/88888888/224/3221225551/iptv7966.smil
贵州卫视,rtsp://115.153.230.145/PLTV/88888888/224/3221226833/59814738.smil
青海卫视,rtsp://115.153.230.145/PLTV/88888888/224/3221225589/iptv7985.smil
陕西卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225755/iptv101726.smil
内蒙古卫视,rtsp://115.153.230.145/PLTV/88888888/224/3221225591/iptv7986.smil
新疆卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225550/iptv61197.smil
兵团卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225753/iptv101723.smil
河北卫视,rtsp://115.153.230.145/PLTV/88888888/224/3221226821/59781859.smil
厦门卫视,rtsp://115.153.230.145/PLTV/88888888/224/3221226982/85722609.smil
三沙卫视,rtsp://115.153.230.145/PLTV/88888888/224/3221226984/85722645.smil


华数频道,#genre#
华数-,rtsp://115.153.254.117/PLTV/88888888/224/3221226981/86440822.smil
华数-爱大剧,rtsp://115.153.254.117/PLTV/88888888/224/3221227014/86441032.smil
华数-爱电影,rtsp://115.153.254.117/PLTV/88888888/224/3221226985/86441021.smil
华数-城市剧场,rtsp://115.153.254.117/PLTV/88888888/224/3221227018/86441003.smil
华数-谍战剧场,rtsp://115.153.254.117/PLTV/88888888/224/3221227016/86441085.smil
华数-动画,rtsp://115.153.254.117/PLTV/88888888/224/3221227009/86502150.smil
华数-动作影院,rtsp://115.153.254.117/PLTV/88888888/224/3221226999/86441130.smil
华数-古装剧场,rtsp://115.153.254.117/PLTV/88888888/224/3221227020/86441115.smil
华数-光影,rtsp://115.153.254.117/PLTV/88888888/224/3221227013/86502094.smil
华数-家庭影院,rtsp://115.153.254.117/PLTV/88888888/224/3221227022/86441136.smil
华数-经典电影,rtsp://115.153.254.117/PLTV/88888888/224/3221227010/86440860.smil
华数-精选,rtsp://115.153.254.117/PLTV/88888888/224/3221227005/86441212.smil
华数-军旅剧场,rtsp://115.153.254.117/PLTV/88888888/224/3221226995/86441107.smil
华数-热播剧场,rtsp://115.153.254.117/PLTV/88888888/224/3221227008/86440955.smil
华数-少儿动画,rtsp://115.153.254.117/PLTV/88888888/224/3221227006/86440922.smil
华数-武侠剧场,rtsp://115.153.254.117/PLTV/88888888/224/3221227003/86441017.smil
华数-喜剧影院,rtsp://115.153.254.117/PLTV/88888888/224/3221226997/86441126.smil
华数-星影,rtsp://115.153.254.117/PLTV/88888888/224/3221227042/86502073.smil
华数-红色影院,rtsp://115.153.254.117/PLTV/88888888/224/3221227036/86502103.smil

IPTV频道,#genre#
IPTV收视指南,rtsp://115.153.254.117/PLTV/88888888/224/3221226987/86440886.smil
IPTV法治,rtsp://115.153.254.117/PLTV/88888888/224/3221226993/86440997.smil
IPTV相声小品,rtsp://115.153.254.117/PLTV/88888888/224/3221226989/86441091.smil
IPTV野外,rtsp://115.153.254.117/PLTV/88888888/224/3221226991/86441042.smil
IPTV生活,rtsp://115.153.254.117/PLTV/88888888/224/3221227024/86441150.smil
IPTV体育,rtsp://115.153.254.117/PLTV/88888888/224/3221227012/86440946.smil
IPTV体育,rtsp://115.153.254.117/PLTV/88888888/224/3221227044/86502115.smil
IPTV综艺,rtsp://115.153.254.117/PLTV/88888888/224/3221226983/86440966.smil
IPTV好学生,rtsp://115.153.254.117/PLTV/88888888/224/3221227026/86441141.smil
IPTV经典剧场,rtsp://115.153.254.117/PLTV/88888888/224/3221227034/86502060.smil

其他频道,#genre#
茶频道,rtsp://115.153.254.117/PLTV/88888888/224/3221226832/59781969.smil
金鹰纪实,rtsp://115.153.254.117/PLTV/88888888/224/3221226823/59781863.smil
金鹰卡通,rtsp://115.153.254.117/PLTV/88888888/224/3221226972/80382319.smil
快乐垂钓,rtsp://115.153.254.117/PLTV/88888888/224/3221226834/59781974.smil
先锋乒羽,rtsp://115.153.254.117/PLTV/88888888/224/3221226935/72307307.smil
风尚购物,rtsp://115.153.254.117/PLTV/88888888/224/3221227049/90141188.smil
环球旅游,rtsp://115.153.254.117/PLTV/88888888/224/3221227033/86502177.smil
环球奇观,rtsp://115.153.254.117/PLTV/88888888/224/3221226977/86128939.smil
嘉佳卡通,rtsp://115.153.254.117/PLTV/88888888/224/3221225588/10000100000000060000000000140157_0.smil
卡酷少儿,rtsp://115.153.254.117/PLTV/88888888/224/3221225566/iptv101695.smil
梨园频道,rtsp://115.153.254.117/PLTV/88888888/224/3221226822/59781815.smil
文物宝库,rtsp://115.153.254.117/PLTV/88888888/224/3221226808/59781526.smil
武术世界,rtsp://115.153.254.117/PLTV/88888888/224/3221226824/59781846.smil
生态环境,rtsp://115.153.254.117/PLTV/88888888/224/3221227029/86502215.smil
四海钓鱼,rtsp://115.153.254.117/PLTV/88888888/224/3221227048/86502173.smil
新动漫,rtsp://115.153.254.117/PLTV/88888888/224/3221226973/86129004.smil
音乐现场,rtsp://115.153.254.117/PLTV/88888888/224/3221227001/86441055.smil
中国天气,rtsp://115.153.254.117/PLTV/88888888/224/3221227056/89471929.smil
国学,rtsp://115.153.254.117/PLTV/88888888/224/3221226797/59781463.smil
国学,rtsp://115.153.254.117/PLTV/88888888/224/3221227028/86441216.smil
足球,rtsp://115.153.254.117/PLTV/88888888/224/3221227019/86502107.smil
地理,rtsp://115.153.254.117/PLTV/88888888/224/3221227040/86502111.smil
鉴赏,rtsp://115.153.254.117/PLTV/88888888/224/3221227011/86502050.smil
解密,rtsp://115.153.254.117/PLTV/88888888/224/3221227023/86502069.smil
军事,rtsp://115.153.254.117/PLTV/88888888/224/3221227038/86502156.smil
美人,rtsp://115.153.254.117/PLTV/88888888/224/3221227015/86502099.smil
美妆,rtsp://115.153.254.117/PLTV/88888888/224/3221227021/86502160.smil
墨宝,rtsp://115.153.254.117/PLTV/88888888/224/3221227032/86502054.smil
汽摩,rtsp://115.153.254.117/PLTV/88888888/224/3221226819/59781852.smil
书画,rtsp://115.153.254.117/PLTV/88888888/224/3221226971/86128924.smil
戏曲,rtsp://115.153.254.117/PLTV/88888888/224/3221227030/86441159.smil
早教,rtsp://115.153.254.117/PLTV/88888888/224/3221227007/86441065.smil
中国教育1台,rtsp://115.153.254.117/PLTV/88888888/224/3221226858/63768493.smil
中国教育2台,rtsp://115.153.254.117/PLTV/88888888/224/3221226978/85722625.smil
中国教育4台,rtsp://115.153.254.117/PLTV/88888888/224/3221226905/65242632.smil
优优宝贝,rtsp://115.153.254.117/PLTV/88888888/224/3221227050/86502131.smil
财富天下,rtsp://115.153.254.117/PLTV/88888888/224/3221227068/95616594.smil
游戏风云,rtsp://115.153.254.117/PLTV/88888888/224/3221225615/iptv7998.smil
爱上4K,rtsp://115.153.254.117/PLTV/88888888/224/3221227025/86502164.smil

直播频道,#genre#
直播室101,rtsp://115.153.254.117/PLTV/88888888/224/3221226231/10000100000000060000000001398612_0.smil
直播室102,rtsp://115.153.254.117/PLTV/88888888/224/3221226208/10000100000000060000000001398613_0.smil
直播室103,rtsp://115.153.254.117/PLTV/88888888/224/3221226234/10000100000000060000000001398614_0.smil
直播室104,rtsp://115.153.254.117/PLTV/88888888/224/3221226228/10000100000000060000000001398576_0.smil
直播室105,rtsp://115.153.254.117/PLTV/88888888/224/3221226211/10000100000000060000000001398615_0.smil
直播室106,rtsp://115.153.254.117/PLTV/88888888/224/3221226237/10000100000000060000000001398616_0.smil
直播室107,rtsp://115.153.254.117/PLTV/88888888/224/3221226214/10000100000000060000000001398617_0.smil
直播室108,rtsp://115.153.254.117/PLTV/88888888/224/3221226252/10000100000000060000000001408355_0.smil
直播室109,rtsp://115.153.254.117/PLTV/88888888/224/3221226226/10000100000000060000000001408356_0.smil
直播室110,rtsp://115.153.254.117/PLTV/88888888/224/3221226255/10000100000000060000000001408357_0.smil
直播室111,rtsp://115.153.254.117/PLTV/88888888/224/3221226229/10000100000000060000000001408358_0.smil


电影频道,#genre#
CHC高清电影,rtsp://115.153.230.145/PLTV/88888888/224/3221226990/86128784.smil
CHC家庭影院,rtsp://115.153.230.145/PLTV/88888888/224/3221226959/86128800.smil
CHC动作电影,rtsp://115.153.230.145/PLTV/88888888/224/3221226992/86128817.smil
华数精彩影视,rtsp://115.153.230.145/PLTV/88888888/224/3221227052/86502219.smil
热播剧场,rtsp://115.153.230.145/PLTV/88888888/224/3221227008/86440955.smil
经典电影,rtsp://115.153.230.145/PLTV/88888888/224/3221227010/86440860.smil
爱综艺,rtsp://115.153.230.145/PLTV/88888888/224/3221226983/86440966.smil
爱体育,rtsp://115.153.230.145/PLTV/88888888/224/3221227012/86440946.smil
爱电影,rtsp://115.153.230.145/PLTV/88888888/224/3221226985/86441021.smil
爱大剧,rtsp://115.153.230.145/PLTV/88888888/224/3221227014/86441032.smil
收视指南,rtsp://115.153.230.145/PLTV/88888888/224/3221226987/86440886.smil
IPTV谍战剧场,rtsp://115.153.230.145/PLTV/88888888/224/3221227016/86441085.smil
IPTV相声小品,rtsp://115.153.230.145/PLTV/88888888/224/3221226989/86441091.smil
IPTV野外,rtsp://115.153.230.145/PLTV/88888888/224/3221226991/86441042.smil
IPTV法治,rtsp://115.153.230.145/PLTV/88888888/224/3221226993/86440997.smil
城市剧场,rtsp://115.153.230.145/PLTV/88888888/224/3221227018/86441003.smil
军旅剧场,rtsp://115.153.230.145/PLTV/88888888/224/3221226995/86441107.smil
古装剧场,rtsp://115.153.230.145/PLTV/88888888/224/3221227020/86441115.smil
喜剧影院,rtsp://115.153.230.145/PLTV/88888888/224/3221226997/86441126.smil
动作影院,rtsp://115.153.230.145/PLTV/88888888/224/3221226999/86441130.smil
家庭影院,rtsp://115.153.230.145/PLTV/88888888/224/3221227022/86441136.smil
音乐现场,rtsp://115.153.230.145/PLTV/88888888/224/3221227001/86441055.smil
武侠剧场,rtsp://115.153.230.145/PLTV/88888888/224/3221227003/86441017.smil
爱生活,rtsp://115.153.230.145/PLTV/88888888/224/3221227024/86441150.smil

特色频道,#genre#
精选,rtsp://115.153.230.145/PLTV/88888888/224/3221227005/86441212.smil
国学,rtsp://115.153.230.145/PLTV/88888888/224/3221227028/86441216.smil
戏曲,rtsp://115.153.230.145/PLTV/88888888/224/3221227030/86441159.smil
鉴赏,rtsp://115.153.230.145/PLTV/88888888/224/3221227011/86502050.smil
墨宝,rtsp://115.153.230.145/PLTV/88888888/224/3221227032/86502054.smil
光影,rtsp://115.153.230.145/PLTV/88888888/224/3221227013/86502094.smil
台球,rtsp://115.153.230.145/PLTV/88888888/224/3221227034/86502060.smil
美人,rtsp://115.153.230.145/PLTV/88888888/224/3221227015/86502099.smil
武术,rtsp://115.153.230.145/PLTV/88888888/224/3221227017/86502065.smil
高网,rtsp://115.153.230.145/PLTV/88888888/224/3221227036/86502103.smil
