央视频道-电信,#genre#
CCTV14,rtsp://115.153.254.81/PLTV/88888888/224/3221226634/51813368.smil
CCTV15,rtsp://115.153.254.81/PLTV/88888888/224/3221226988/85722541.smil
CCTV16,rtsp://115.153.254.81/PLTV/88888888/224/3221227051/92603106.smil
CCTV17,rtsp://115.153.254.81/PLTV/88888888/224/3221226846/61397282.smil
CCTV央视精品,rtsp://115.153.230.145/PLTV/88888888/224/3221226957/86128679.smil
CCTV第一剧场,rtsp://115.153.230.145/PLTV/88888888/224/3221226961/86128891.smil
CCTV风云音乐,rtsp://115.153.230.145/PLTV/88888888/224/3221226994/86128897.smil
CCTV风云剧场,rtsp://115.153.230.145/PLTV/88888888/224/3221226963/86128874.smil
CCTV怀旧剧场,rtsp://115.153.230.145/PLTV/88888888/224/3221226996/86128881.smil
CCTV世界地理,rtsp://115.153.230.145/PLTV/88888888/224/3221226965/86128966.smil


江西频道-电信,#genre#
江西1-卫视,rtsp://115.153.254.117/PLTV/88888888/224/3221226656/46275837.smil
江西2-都市,rtsp://115.153.254.117/PLTV/88888888/224/3221227069/94448631.smil
江西3-经济生活,rtsp://115.153.254.117/PLTV/88888888/224/3221226946/70055407.smil
江西3-经济生活,rtsp://115.153.254.117/PLTV/88888888/224/3221226717/53707446.smil
江西5-公共农业,rtsp://115.153.254.117/PLTV/88888888/224/3221226708/53213097.smil
江西6-少儿,rtsp://115.153.254.117/PLTV/88888888/224/3221226938/68733921.smil
江西7-新闻,rtsp://115.153.254.117/PLTV/88888888/224/3221226650/53190437.smil
江西IPTV1,rtsp://115.153.254.117/PLTV/88888888/224/3221226956/72788191.smil
江西IPTV2,rtsp://115.153.254.117/PLTV/88888888/224/3221226958/72788248.smil
江西教育,rtsp://115.153.254.117/PLTV/88888888/224/3221226942/69552502.smil
南昌新闻综合,rtsp://115.153.254.117/PLTV/88888888/224/3221227078/113409131.smil
南昌新闻综合,https://play-live-hls.jxtvcn.com.cn/live-city/tv_nanchang.m3u8
南昌都市,rtsp://115.153.254.117/PLTV/88888888/224/3221227075/113409249.smil
南昌资讯,rtsp://115.153.254.117/PLTV/88888888/224/3221227080/113409255.smil
赣州新闻综合,rtsp://115.153.254.117/PLTV/88888888/224/3221227254/121266741.smil
赣州综合,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526329228525.m3u8
赣州综合,http://3748626833.cloudvdn.com/a.m3u8?domain=pili-live-hls-sjxgz2024.sobeylive.com&player=bbMAAI-YfkaMiPoX&secondToken=secondToken%3A4xWxvR0YiNTgTjnOqTX93KNNPk8&streamid=jxgz2024%3Ajxgz2024%2F396_q_live172526329228525&v3=1
赣州综合,https://play-live-hls.jxtvcn.com.cn/live-city/tv_ganzhou.m3u8
赣州公共,rtsp://115.153.254.117/PLTV/88888888/224/3221227262/121375235.smil
赣州公共,http://3748626833.cloudvdn.com/a.m3u8?domain=pili-live-hls-sjxgz2024.sobeylive.com&player=bbMAABmq7pwEifoX&secondToken=secondToken%3AzG0JU8A6fwL6O15xTMTT-AEauzI&streamid=jxgz2024%3Ajxgz2024%2F396_q_live172526334096251&v3=1
赣州公共,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526334096251.m3u8
赣州教育,rtsp://115.153.254.117/PLTV/88888888/224/3221227263/121375179.smil
赣州教育,http://3748626833.cloudvdn.com/a.m3u8?domain=pili-live-hls-sjxgz2024.sobeylive.com&player=bbMAAAav2MXuiPoX&secondToken=secondToken%3AnlVfgzcJ_IMwc-NV78V1ZrRtw9w&streamid=jxgz2024%3Ajxgz2024%2F396_q_live172526335287668&v3=1
赣州教育,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526335287668.m3u8
九江新闻综合,rtsp://115.153.254.117/PLTV/88888888/224/3221227268/122499157.smil
九江综合,https://play-live-hls.jxtvcn.com.cn/live-city/tv_jiujiang.m3u8
九江公共,rtsp://115.153.254.117/PLTV/88888888/224/3221227270/122499168.smil
九江教育,rtsp://115.153.254.117/PLTV/88888888/224/3221225607/iptv7994.smil
吉安新闻综合,https://play-live-hls.jxtvcn.com.cn/live-city/tv_jian.m3u8
抚州综合,https://play-live-hls.jxtvcn.com.cn/live-city/tv_fuzhou.m3u8
上饶新闻综合,https://play-live-hls.jxtvcn.com.cn/live-city/tv_shangrao.m3u8
新余新闻,https://play-live-hls.jxtvcn.com.cn/live-city/tv_xinyu.m3u8
宜春新闻,https://play-live-hls.jxtvcn.com.cn/live-city/tv_yichun.m3u8
萍乡综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_px_xwzh.m3u8
萍乡综合,https://play-live-hls.jxtvcn.com.cn/live-city/tv_pingxiang.m3u8
萍乡公共,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_px_ggpd.m3u8
景德镇综合,https://play-live-hls.jxtvcn.com.cn/live-city/tv_jingdezhen.m3u8
景德镇综合,http://play-live-hls.jxtvcn.com.cn/live-city/tv_jingdezhen.m3u8
鹰潭新闻,http://play-live-hls.jxtvcn.com.cn/live-city/tv_yingtan.m3u8

江西1-卫视,rtsp://115.153.230.145/PLTV/88888888/224/3221226656/46275837.smil
江西2-都市,rtsp://115.153.230.145/PLTV/88888888/224/3221227069/94448631.smil
江西3-经济生活,rtsp://115.153.230.145/PLTV/88888888/224/3221226946/70055407.smil
江西4-影视旅游,rtsp://115.153.230.145/PLTV/88888888/224/3221227071/98779894.smil
江西5-公共农业,rtsp://115.153.230.145/PLTV/88888888/224/3221226708/53213097.smil
江西6-少儿,rtsp://115.153.230.145/PLTV/88888888/224/3221226938/68733921.smil
江西7-新闻,rtsp://115.153.230.145/PLTV/88888888/224/3221226650/53190437.smil




央视频道-移动,#genre#
CCTV1,http://117.169.26.2:6610/PLTV/88888910/224/3221226221/index.m3u8
CCTV1,http://117.169.26.2:6610/PLTV/88888888/224/3221226225/2/index.m3u8
CCTV1,http://117.169.26.2:6610/PLTV/88888910/224/3221225618/index.m3u8
CCTV1,http://117.169.26.2:6610/PLTV/88888888/224/3221225501/2/index.m3u8
CCTV1,http://117.169.26.2:6610/PLTV/88888910/224/3221225501/index.m3u8
CCTV1,http://117.169.26.2:6610/PLTV/88888888/224/3221226221/2/index.m3u8
CCTV1,http://117.169.26.2:6610/PLTV/88888888/224/3221225642/2/index.m3u8
CCTV1,http://117.169.26.2:6610/PLTV/88888910/224/3221225642/index.m3u8
CCTV1,http://117.169.26.2:6610/PLTV/88888888/224/3221225618/2/index.m3u8
CCTV1,http://117.169.26.2:6610/PLTV/88888910/224/3221226225/index.m3u8
CCTV1,http://117.169.26.2:6610/PLTV/88888910/224/3221225573/index.m3u8
CCTV1,http://117.169.26.2:6610/PLTV/88888888/224/3221225573/2/index.m3u8
CCTV2,http://117.169.26.2:6610/PLTV/88888910/224/3221225500/index.m3u8
CCTV2,http://117.169.26.2:6610/PLTV/88888888/224/3221225619/2/index.m3u8
CCTV2,http://117.169.26.2:6610/PLTV/88888888/224/3221225643/2/index.m3u8
CCTV2,http://117.169.26.2:6610/PLTV/88888888/224/3221226254/2/index.m3u8
CCTV2,http://117.169.26.2:6610/PLTV/88888888/224/3221225500/2/index.m3u8
CCTV2,http://117.169.26.2:6610/PLTV/88888910/224/3221226254/index.m3u8
CCTV2,http://117.169.26.2:6610/PLTV/88888910/224/3221225643/index.m3u8
CCTV2,http://117.169.26.2:6610/PLTV/88888910/224/3221225619/index.m3u8
CCTV2,http://117.169.26.2:6610/PLTV/88888910/224/3221225572/index.m3u8
CCTV2,http://117.169.26.2:6610/PLTV/88888888/224/3221225572/2/index.m3u8
CCTV3,http://117.169.26.2:6610/PLTV/88888910/224/3221226256/index.m3u8
CCTV3,http://117.169.26.2:6610/PLTV/88888888/224/3221225634/2/index.m3u8
CCTV3,http://117.169.26.2:6610/PLTV/88888910/224/3221225634/index.m3u8
CCTV3,http://117.169.26.2:6610/PLTV/88888888/224/3221226256/2/index.m3u8
CCTV3,http://117.169.26.2:6610/PLTV/88888910/224/3221225647/index.m3u8
CCTV3,http://117.169.26.2:6610/PLTV/88888888/224/3221225647/2/index.m3u8
CCTV4,http://117.169.26.2:6610/PLTV/88888888/224/3221225621/2/index.m3u8
CCTV4,http://117.169.26.2:6610/PLTV/88888888/224/3221226340/2/index.m3u8
CCTV4,http://117.169.26.2:6610/PLTV/88888888/224/3221226277/2/index.m3u8
CCTV4,http://117.169.26.2:6610/PLTV/88888910/224/3221226340/index.m3u8
CCTV4,http://117.169.26.2:6610/PLTV/88888910/224/3221226277/index.m3u8
CCTV4,http://117.169.26.2:6610/PLTV/88888888/224/3221226348/2/index.m3u8
CCTV4,http://117.169.26.2:6610/PLTV/88888910/224/3221225621/index.m3u8
CCTV4,http://117.169.26.2:6610/PLTV/88888910/224/3221226348/index.m3u8
CCTV4,http://117.169.26.2:6610/PLTV/88888910/224/3221225571/index.m3u8
CCTV4,http://117.169.26.2:6610/PLTV/88888888/224/3221225571/2/index.m3u8
CCTV4美洲,http://117.169.26.2:6610/PLTV/88888888/224/3221226366/2/index.m3u8
CCTV4美洲,http://117.169.26.2:6610/PLTV/88888910/224/3221226366/index.m3u8
CCTV4欧洲,http://117.169.26.2:6610/PLTV/88888888/224/3221226361/2/index.m3u8
CCTV4欧洲,http://117.169.26.2:6610/PLTV/88888910/224/3221226361/index.m3u8
CCTV5,http://117.169.26.2:6610/PLTV/88888910/224/3221226259/index.m3u8
CCTV5,http://117.169.26.2:6610/PLTV/88888888/224/3221225633/2/index.m3u8
CCTV5,http://117.169.26.2:6610/PLTV/88888910/224/3221225633/index.m3u8
CCTV5,http://117.169.26.2:6610/PLTV/88888888/224/3221226259/2/index.m3u8
CCTV5,http://117.169.26.2:6610/PLTV/88888888/224/3221225648/2/index.m3u8
CCTV5,http://117.169.26.2:6610/PLTV/88888910/224/3221225648/index.m3u8
CCTV5+,http://117.169.26.2:6610/PLTV/88888910/224/3221226354/index.m3u8
CCTV5+,http://117.169.26.2:6610/PLTV/88888888/224/3221225706/2/index.m3u8
CCTV5+,http://117.169.26.2:6610/PLTV/88888888/224/3221226354/2/index.m3u8
CCTV5+,http://117.169.26.2:6610/PLTV/88888910/224/3221225706/index.m3u8
CCTV5+,http://117.169.26.2:6610/PLTV/88888888/224/3221225649/2/index.m3u8
CCTV5+,http://117.169.26.2:6610/PLTV/88888910/224/3221225649/index.m3u8
CCTV6,http://117.169.26.2:6610/PLTV/88888910/224/3221226255/index.m3u8
CCTV6,http://117.169.26.2:6610/PLTV/88888888/224/3221226255/2/index.m3u8
CCTV6,http://117.169.26.2:6610/PLTV/88888888/224/3221225632/2/index.m3u8
CCTV6,http://117.169.26.2:6610/PLTV/88888910/224/3221225632/index.m3u8
CCTV6,http://117.169.26.2:6610/PLTV/88888910/224/3221225650/index.m3u8
CCTV6,http://117.169.26.2:6610/PLTV/88888888/224/3221225650/2/index.m3u8
CCTV7,http://117.169.26.2:6610/PLTV/88888888/224/3221226280/2/index.m3u8
CCTV7,http://117.169.26.2:6610/PLTV/88888888/224/3221225499/2/index.m3u8
CCTV7,http://117.169.26.2:6610/PLTV/88888910/224/3221225644/index.m3u8
CCTV7,http://117.169.26.2:6610/PLTV/88888910/224/3221226280/index.m3u8
CCTV7,http://117.169.26.2:6610/PLTV/88888888/224/3221225624/2/index.m3u8
CCTV7,http://117.169.26.2:6610/PLTV/88888910/224/3221225624/index.m3u8
CCTV7,http://117.169.26.2:6610/PLTV/88888888/224/3221225644/2/index.m3u8
CCTV7,http://117.169.26.2:6610/PLTV/88888910/224/3221225499/index.m3u8
CCTV7,http://117.169.26.2:6610/PLTV/88888888/224/3221225570/2/index.m3u8
CCTV7,http://117.169.26.2:6610/PLTV/88888910/224/3221225570/index.m3u8
CCTV8,http://117.169.26.2:6610/PLTV/88888888/224/3221225631/2/index.m3u8
CCTV8,http://117.169.26.2:6610/PLTV/88888910/224/3221225631/index.m3u8
CCTV8,http://117.169.26.2:6610/PLTV/88888888/224/3221226258/2/index.m3u8
CCTV8,http://117.169.26.2:6610/PLTV/88888910/224/3221226258/index.m3u8
CCTV8,http://117.169.26.2:6610/PLTV/88888910/224/3221225635/index.m3u8
CCTV8,http://117.169.26.2:6610/PLTV/88888888/224/3221225635/2/index.m3u8
CCTV9,http://117.169.26.2:6610/PLTV/88888910/224/3221225626/index.m3u8
CCTV9,http://117.169.26.2:6610/PLTV/88888888/224/3221226257/2/index.m3u8
CCTV9,http://117.169.26.2:6610/PLTV/88888910/224/3221226257/index.m3u8
CCTV9,http://117.169.26.2:6610/PLTV/88888910/224/3221226357/index.m3u8
CCTV9,http://117.169.26.2:6610/PLTV/88888888/224/3221226357/2/index.m3u8
CCTV9,http://117.169.26.2:6610/PLTV/88888910/224/3221225646/index.m3u8
CCTV9,http://117.169.26.2:6610/PLTV/88888888/224/3221225646/2/index.m3u8
CCTV9,http://117.169.26.2:6610/PLTV/88888888/224/3221225626/2/index.m3u8
CCTV9,http://117.169.26.2:6610/PLTV/88888888/224/3221225920/2/index.m3u8
CCTV9,http://117.169.26.2:6610/PLTV/88888910/224/3221225920/index.m3u8
CCTV10,http://117.169.26.2:6610/PLTV/88888888/224/3221225496/2/index.m3u8
CCTV10,http://117.169.26.2:6610/PLTV/88888888/224/3221225627/2/index.m3u8
CCTV10,http://117.169.26.2:6610/PLTV/88888910/224/3221225636/index.m3u8
CCTV10,http://117.169.26.2:6610/PLTV/88888888/224/3221226264/2/index.m3u8
CCTV10,http://117.169.26.2:6610/PLTV/88888910/224/3221225496/index.m3u8
CCTV10,http://117.169.26.2:6610/PLTV/88888910/224/3221225627/index.m3u8
CCTV10,http://117.169.26.2:6610/PLTV/88888888/224/3221225636/2/index.m3u8
CCTV10,http://117.169.26.2:6610/PLTV/88888910/224/3221226264/index.m3u8
CCTV10,http://117.169.26.2:6610/PLTV/88888888/224/3221225569/2/index.m3u8
CCTV10,http://117.169.26.2:6610/PLTV/88888910/224/3221225569/index.m3u8
CCTV11,http://117.169.26.2:6610/PLTV/88888888/224/3221225628/2/index.m3u8
CCTV11,http://117.169.26.2:6610/PLTV/88888888/224/3221226320/2/index.m3u8
CCTV11,http://117.169.26.2:6610/PLTV/88888888/224/3221226283/2/index.m3u8
CCTV11,http://117.169.26.2:6610/PLTV/88888888/224/3221226349/2/index.m3u8
CCTV11,http://117.169.26.2:6610/PLTV/88888910/224/3221226283/index.m3u8
CCTV11,http://117.169.26.2:6610/PLTV/88888910/224/3221226349/index.m3u8
CCTV11,http://117.169.26.2:6610/PLTV/88888910/224/3221226320/index.m3u8
CCTV11,http://117.169.26.2:6610/PLTV/88888910/224/3221225628/index.m3u8
CCTV11,http://117.169.26.2:6610/PLTV/88888910/224/3221225568/index.m3u8
CCTV11,http://117.169.26.2:6610/PLTV/88888888/224/3221225568/2/index.m3u8
CCTV12,http://117.169.26.2:6610/PLTV/88888888/224/3221225495/2/index.m3u8
CCTV12,http://117.169.26.2:6610/PLTV/88888910/224/3221225637/index.m3u8
CCTV12,http://117.169.26.2:6610/PLTV/88888888/224/3221225637/2/index.m3u8
CCTV12,http://117.169.26.2:6610/PLTV/88888888/224/3221226267/2/index.m3u8
CCTV12,http://117.169.26.2:6610/PLTV/88888910/224/3221225495/index.m3u8
CCTV12,http://117.169.26.2:6610/PLTV/88888910/224/3221226267/index.m3u8
CCTV12,http://117.169.26.2:6610/PLTV/88888910/224/3221225629/index.m3u8
CCTV12,http://117.169.26.2:6610/PLTV/88888888/224/3221225629/2/index.m3u8
CCTV12,http://117.169.26.2:6610/PLTV/88888888/224/3221225567/2/index.m3u8
CCTV12,http://117.169.26.2:6610/PLTV/88888910/224/3221225567/index.m3u8
CCTV13,http://117.169.26.2:6610/PLTV/88888910/224/3221226286/index.m3u8
CCTV13,http://117.169.26.2:6610/PLTV/88888910/224/3221226329/index.m3u8
CCTV13,http://117.169.26.2:6610/PLTV/88888888/224/3221226286/2/index.m3u8
CCTV13,http://117.169.26.2:6610/PLTV/88888888/224/3221225638/2/index.m3u8
CCTV13,http://117.169.26.2:6610/PLTV/88888888/224/3221226343/2/index.m3u8
CCTV13,http://117.169.26.2:6610/PLTV/88888910/224/3221225638/index.m3u8
CCTV13,http://117.169.26.2:6610/PLTV/88888910/224/3221226343/index.m3u8
CCTV13,http://117.169.26.2:6610/PLTV/88888888/224/3221226329/2/index.m3u8
CCTV13,http://117.169.26.2:6610/PLTV/88888910/224/3221225566/index.m3u8
CCTV13,http://117.169.26.2:6610/PLTV/88888888/224/3221225566/2/index.m3u8
CCTV14,http://117.169.26.2:6610/PLTV/88888910/224/3221225640/index.m3u8
CCTV14,http://117.169.26.2:6610/PLTV/88888888/224/3221225639/2/index.m3u8
CCTV14,http://117.169.26.2:6610/PLTV/88888888/224/3221226289/2/index.m3u8
CCTV14,http://117.169.26.2:6610/PLTV/88888910/224/3221225639/index.m3u8
CCTV14,http://117.169.26.2:6610/PLTV/88888888/224/3221225494/2/index.m3u8
CCTV14,http://117.169.26.2:6610/PLTV/88888888/224/3221225640/2/index.m3u8
CCTV14,http://117.169.26.2:6610/PLTV/88888910/224/3221226289/index.m3u8
CCTV14,http://117.169.26.2:6610/PLTV/88888910/224/3221225494/index.m3u8
CCTV14,http://117.169.26.2:6610/PLTV/88888910/224/3221225565/index.m3u8
CCTV14,http://117.169.26.2:6610/PLTV/88888888/224/3221225565/2/index.m3u8
CCTV15,http://117.169.26.2:6610/PLTV/88888888/224/3221226332/2/index.m3u8
CCTV15,http://117.169.26.2:6610/PLTV/88888888/224/3221225641/2/index.m3u8
CCTV15,http://117.169.26.2:6610/PLTV/88888888/224/3221226292/2/index.m3u8
CCTV15,http://117.169.26.2:6610/PLTV/88888910/224/3221226342/index.m3u8
CCTV15,http://117.169.26.2:6610/PLTV/88888910/224/3221225641/index.m3u8
CCTV15,http://117.169.26.2:6610/PLTV/88888910/224/3221226332/index.m3u8
CCTV15,http://117.169.26.2:6610/PLTV/88888888/224/3221226342/2/index.m3u8
CCTV15,http://117.169.26.2:6610/PLTV/88888910/224/3221226292/index.m3u8
CCTV15,http://117.169.26.2:6610/PLTV/88888888/224/3221225564/2/index.m3u8
CCTV15,http://117.169.26.2:6610/PLTV/88888910/224/3221225564/index.m3u8
CCTV16,http://117.169.26.2:6610/PLTV/88888910/224/3221226233/index.m3u8
CCTV16,http://117.169.26.2:6610/PLTV/88888888/224/3221226233/2/index.m3u8
CCTV16,http://117.169.26.2:6610/PLTV/88888888/224/3221226232/2/index.m3u8
CCTV16,http://117.169.26.2:6610/PLTV/88888910/224/3221226230/index.m3u8
CCTV16,http://117.169.26.2:6610/PLTV/88888910/224/3221226232/index.m3u8
CCTV16,http://117.169.26.2:6610/PLTV/88888888/224/3221226230/2/index.m3u8
CCTV16 4K,http://117.169.26.2:6610/PLTV/88888910/224/3221226236/index.m3u8
CCTV16 4K,http://117.169.26.2:6610/PLTV/88888888/224/3221226236/2/index.m3u8
CCTV17,http://117.169.26.2:6610/PLTV/88888910/224/3221226335/index.m3u8
CCTV17,http://117.169.26.2:6610/PLTV/88888888/224/3221226270/2/index.m3u8
CCTV17,http://117.169.26.2:6610/PLTV/88888910/224/3221226270/index.m3u8
CCTV17,http://117.169.26.2:6610/PLTV/88888888/224/3221226335/2/index.m3u8
CCTV17,http://117.169.26.2:6610/PLTV/88888888/224/3221226345/2/index.m3u8
CCTV17,http://117.169.26.2:6610/PLTV/88888888/224/3221225907/2/index.m3u8
CCTV17,http://117.169.26.2:6610/PLTV/88888888/224/3221225908/2/index.m3u8
CCTV17,http://117.169.26.2:6610/PLTV/88888910/224/3221225909/index.m3u8
CCTV17,http://117.169.26.2:6610/PLTV/88888888/224/3221225909/2/index.m3u8
CCTV17,http://117.169.26.2:6610/PLTV/88888910/224/3221225908/index.m3u8
CCTV17,http://117.169.26.2:6610/PLTV/88888910/224/3221225907/index.m3u8
CCTV17,http://117.169.26.2:6610/PLTV/88888910/224/3221226345/index.m3u8
CCTV17,http://117.169.26.2:6610/PLTV/88888910/224/3221225910/index.m3u8
CCTV17,http://117.169.26.2:6610/PLTV/88888888/224/3221225910/2/index.m3u8

CCTV1,http://39.135.140.104:6610/PLTV/88888888/224/3221225618/1/index.m3u8?fmt=ts2hls#
CCTV2,http://39.135.140.104:6610/PLTV/88888888/224/3221225619/1/index.m3u8?fmt=ts2hls
CCTV3,http://39.135.140.104:6610/PLTV/88888888/224/3221225647/1/index.m3u8?fmt=ts2hls
CCTV4,http://39.135.140.104:6610/PLTV/88888888/224/3221225621/1/index.m3u8?fmt=ts2hls
CCTV5,http://39.135.140.104:6610/PLTV/88888888/224/3221225633/1/index.m3u8?
CCTV5+,http://39.135.140.104:6610/PLTV/88888888/224/3221225649/1/index.m3u8?fmt=ts2hls
CCTV6,http://39.135.140.104:6610/PLTV/88888888/224/3221225650/1/index.m3u8?fmt=ts2hls
CCTV7,http://39.135.140.104:6610/PLTV/88888888/224/3221225644/1/index.m3u8?fmt=ts2hls
CCTV8,http://39.135.140.104:6610/PLTV/88888888/224/3221225635/1/index.m3u8?fmt=ts2hls
CCTV9,http://39.135.140.104:6610/PLTV/88888888/224/3221225646/1/index.m3u8?fmt=ts2hls
CCTV10,http://39.135.140.104:6610/PLTV/88888888/224/3221225496/1/index.m3u8?fmt=ts2hls
CCTV11,http://39.135.140.104:6610/PLTV/88888888/224/3221225628/1/index.m3u8?fmt=ts2hls
CCTV12,http://39.135.140.104:6610/PLTV/88888888/224/3221225637/1/index.m3u8?fmt=ts2hls
CCTV13,http://39.135.140.104:6610/PLTV/88888888/224/3221225638/1/index.m3u8?fmt=ts2hls
CCTV14,http://39.135.140.104:6610/PLTV/88888888/224/3221225640/1/index.m3u8?fmt=ts2hls
CCTV15,http://39.135.140.104:6610/PLTV/88888888/224/3221225641/1/index.m3u8?fmt=ts2hls
CCTV16,http://39.135.140.104:6610/PLTV/88888888/224/3221226230/1/index.m3u8?fmt=ts2hls
CCTV17,http://39.135.140.104:6610/PLTV/88888888/224/3221225907/1/index.m3u8?fmt=ts2hls
英语新闻 标清,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225747/index.m3u8?
CGTN 标清,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225645/index.m3u8?
中国教育1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225917/index.m3u8?fmt=ts2hls
中国教育2 标清,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226242/index.m3u8
中国教育3 标清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226226/index.m3u8
